ID,y
1.0,83.90136902210264
2.0,94.8210462119956
3.0,88.8919784631303
4.0,83.16604212390311
5.0,107.40621817845533
8.0,89.29301119376278
10.0,104.20641599235942
11.0,94.86931135280231
12.0,112.37965269578548
14.0,97.61585118702862
15.0,112.22777141462879
16.0,100.5112320535271
17.0,92.26270371931784
19.0,95.17288557470654
20.0,100.41711558742492
21.0,92.3037509473183
22.0,113.09089008350345
23.0,92.26270371931784
26.0,95.22001632094903
28.0,92.82731583909259
29.0,92.26270371931784
33.0,92.26270371931784
35.0,93.85993828086215
41.0,92.26270371931784
42.0,91.62928942198165
43.0,111.61503815443683
45.0,98.85969511020576
46.0,102.17917042289173
51.0,93.7740564408944
53.0,90.62679761649574
55.0,108.47018043113404
56.0,98.39619311483081
57.0,102.04506468110708
58.0,96.62341146237121
59.0,101.81145239774682
63.0,107.00032071522911
64.0,95.2422907263858
65.0,100.12283098693673
69.0,94.57565753132648
71.0,95.50119974717194
72.0,102.58213667665274
73.0,93.95034973099936
76.0,101.85250521750933
77.0,101.39370886861667
78.0,112.20262109010514
82.0,94.0107146776619
83.0,100.12283098693673
84.0,100.12610745540394
85.0,102.27836384980719
87.0,106.55696338988089
88.0,92.26270371931784
89.0,103.91167050902374
91.0,93.52819337591869
93.0,98.04445986365286
94.0,103.75347744300035
95.0,94.03701773867562
96.0,107.94912793875801
97.0,89.9638321935116
98.0,107.50163632362433
99.0,96.41591892774306
101.0,104.0373985010249
103.0,103.91167050902374
104.0,92.16481473172095
105.0,106.75484153821917
110.0,96.79112386285142
111.0,105.7566633848421
113.0,107.40031601720068
114.0,90.84842017020753
115.0,103.8888768788081
117.0,103.91167050902374
120.0,93.73723854331784
121.0,107.97280677521243
122.0,88.92575291350481
123.0,110.45093695845225
126.0,106.68229771789092
132.0,110.68701697297
135.0,104.88463507687341
137.0,103.75478589747699
138.0,95.02342167603769
140.0,98.25527880635732
142.0,103.13830646508252
144.0,106.84242793129285
148.0,89.63211737824662
149.0,104.35285833931357
155.0,89.96376188682372
156.0,106.49798230399352
157.0,89.9638321935116
162.0,107.55782242207468
163.0,96.26201012990188
167.0,91.86781681892435
172.0,111.61503815443683
179.0,108.93210094725015
180.0,89.36547454270244
181.0,107.38112865124074
182.0,97.25067647839691
183.0,103.91167050902374
185.0,103.91167050902374
187.0,106.87301921552489
188.0,94.04098277093064
189.0,95.05403522085034
191.0,93.05263755485991
192.0,101.81014703058518
193.0,95.36058845066901
194.0,107.46525817605722
195.0,92.72770584670722
196.0,103.8763573906322
198.0,99.1195056290196
199.0,106.8383483491154
201.0,100.04573991285167
204.0,95.00484577631838
205.0,100.86167798084126
206.0,98.6985632856934
210.0,98.33748314259122
211.0,104.0373985010249
216.0,107.33473063463214
219.0,112.37965269578548
220.0,92.57486974033488
221.0,107.27245801180561
226.0,107.38112865124074
227.0,94.10571586377715
228.0,106.72077120230345
230.0,106.28661328331243
231.0,89.9638321935116
235.0,113.09089008350345
236.0,95.49364901662003
238.0,106.25529915910715
242.0,103.18907958929933
243.0,93.53322979625415
244.0,85.31364044299724
245.0,108.26618929223167
247.0,107.13957052121701
248.0,90.68296314573772
249.0,92.10164291685541
250.0,109.11361008675198
251.0,95.49364901662003
253.0,113.09089008350345
254.0,91.01431982972517
256.0,94.09587302139511
257.0,89.58754496201472
258.0,106.97594418685313
259.0,96.40678023938908
262.0,88.02023213695703
266.0,90.79025879344736
267.0,107.56309651208193
272.0,101.92522788903266
273.0,103.91167050902374
275.0,89.3463929673518
276.0,106.34655238510092
279.0,97.28163368350596
280.0,100.12283098693673
283.0,90.39322397628395
285.0,106.680676513801
288.0,103.91167050902374
289.0,97.24114280540573
290.0,100.32988883207108
291.0,98.73401224026034
292.0,107.22447024482355
293.0,105.04807485842217
296.0,88.98074494027921
297.0,108.3329479181832
298.0,112.32549514021022
299.0,94.0107146776619
304.0,90.70934756564894
305.0,92.22448585326934
306.0,93.91549351912296
307.0,107.35634641028199
311.0,103.98036740674621
313.0,107.50666208780115
314.0,93.16008302627306
316.0,97.50214038020331
324.0,96.64711832667301
327.0,97.22442247592504
329.0,90.87924322569846
330.0,107.31826353382542
337.0,100.6318510874661
338.0,97.32798305968488
339.0,100.7170539704075
340.0,95.49216566338283
343.0,90.63599724325401
345.0,112.22777141462879
346.0,91.73771507940401
347.0,107.5780426347999
349.0,103.82358850729607
350.0,90.76711375838732
352.0,106.77444767552191
353.0,89.87616958361659
354.0,84.89823422265003
357.0,93.63499099440543
358.0,107.36279302795934
362.0,107.467008357724
364.0,99.8118608116362
365.0,103.02020366175779
366.0,96.62585422867885
367.0,106.66872496228136
368.0,94.43267448461106
370.0,87.81021474777849
373.0,96.68554795153489
377.0,93.43367419645872
378.0,104.43907338044704
382.0,101.85250521750933
384.0,106.72077120230345
390.0,94.86773982033091
392.0,108.97536373169555
393.0,107.87060539500801
395.0,96.76397534628174
396.0,102.45836088441644
399.0,87.5489549257266
406.0,107.50666208780115
408.0,107.50666208780115
409.0,90.86100550608086
410.0,83.0774164238306
412.0,108.52909360602553
413.0,89.27479319892278
419.0,94.4114619400262
420.0,107.5286925409743
421.0,89.47185337240123
430.0,96.91559653345102
434.0,94.66891680735795
436.0,95.65052723416869
437.0,98.27482116145293
438.0,90.19717291695744
439.0,106.35432561243918
440.0,97.48805492626646
443.0,104.66769474076655
446.0,94.7978516980056
448.0,95.00462664584377
452.0,94.88651194089891
453.0,102.88074983315205
457.0,100.07187956370228
458.0,93.87800944549724
459.0,108.0877827971654
460.0,101.62960839236256
462.0,104.24662458619044
464.0,102.11014217618609
465.0,112.37965269578548
467.0,108.65433888949234
471.0,105.26192501060925
472.0,83.02680683174593
473.0,93.45455984972187
475.0,94.40290665339373
480.0,98.36514433176222
488.0,104.92660635423748
490.0,107.35634641028199
491.0,103.78955308715851
492.0,88.58835349045411
493.0,94.02551497203507
497.0,90.5731767421536
498.0,107.47336116216407
499.0,94.31608500281334
500.0,102.0030289672001
501.0,93.84756246452227
502.0,106.75222429323311
506.0,90.59535491946056
510.0,104.93411098725836
511.0,89.993644029195
512.0,91.02841676208202
516.0,91.3489199341023
518.0,92.26062555392409
519.0,107.04448590963328
521.0,91.62256523832527
522.0,107.00885277671824
526.0,108.37501736119376
529.0,96.36419728776008
532.0,107.40952682530022
533.0,95.077975727244
536.0,106.28562697923891
537.0,94.13827770340026
539.0,94.26978103681351
540.0,103.75085956167376
541.0,95.77967674650093
543.0,95.02441115318203
546.0,108.26809897365476
547.0,95.34644362415466
548.0,89.56498806342991
551.0,94.00879398458137
552.0,101.90034254869163
556.0,103.3800257012507
557.0,95.63597173802357
558.0,106.66872496228136
559.0,97.61291703663919
560.0,100.63471710544344
562.0,100.91519288598037
566.0,96.57224678062076
570.0,107.47336116216407
571.0,98.27482116145293
572.0,100.12283098693673
573.0,94.11051450040061
575.0,112.37965269578548
576.0,107.07381480187192
577.0,90.13860595448759
579.0,89.87742373780526
580.0,108.37464599203936
581.0,110.66598471192574
589.0,107.35634641028199
591.0,102.26568924461186
593.0,97.71028507716814
594.0,102.32693202716749
595.0,95.17440910055156
598.0,93.7206519905308
602.0,107.71171853876072
604.0,107.62299637670394
606.0,102.90054346019636
608.0,96.6158135455064
609.0,104.0373985010249
610.0,93.7864356881097
616.0,107.17854318239216
617.0,94.32462500995817
618.0,102.92894926590753
620.0,103.73869770687689
622.0,105.14561929067736
623.0,89.01888931121711
624.0,101.38454528571944
626.0,107.05116881623631
628.0,106.6814030123047
629.0,91.53056131155971
630.0,106.28661328331243
637.0,98.17739093786086
638.0,101.03479912462373
643.0,97.16840443090496
645.0,98.36514433176222
646.0,109.73539520696038
